Per_capita_income,State,County_ID
183800,NE,95
164370,NE,97
181180,NE,99
174210,NE,101
118600,NE,103
175250,NE,105
139710,NE,107
212650,NE,109
186960,NE,111
149370,NE,113
124270,NE,115
130550,NE,117
168040,NE,119
159580,NE,121
147250,NE,123
168860,NE,125
170040,NE,127
156080,NE,129
177520,NE,131
166870,NE,133
178300,NE,135
190440,NE,137
159800,NE,139
180640,NE,141
179340,NE,143
163030,NE,145
164600,NE,147
143500,NE,149
162870,NE,151
219850,NE,153
183920,NE,155
173550,NE,157
183790,NE,159
148440,NE,161
140640,NE,163
159990,NE,165
155110,NE,167
170430,NE,169
153350,NE,171
109510,NE,173
149960,NE,175
210550,NE,177
146440,NE,179
168020,NE,181
143540,NE,183
176700,NE,185
219890,US,0
192640,NV,1
217850,NV,3
272880,NV,5
184820,NV,7
189710,NV,9
186290,NV,11
195390,NV,13
169980,NV,15
173260,NV,17
185430,NV,19
169520,NV,21
179620,NV,23
165890,NV,27
236420,NV,29
242770,NV,31
183090,NV,33
209430,NV,510
238440,US,0
227580,NH,1
219310,NH,3
206850,NH,5
172180,NH,7
222270,NH,9
251980,NH,11
232080,NH,13
266560,NH,15
204790,NH,17
213190,NH,19
270060,US,0
210340,NJ,1
336380,NJ,3
263390,NJ,5
223540,NJ,7
241720,NJ,9
173760,NJ,11
249430,NJ,13
227080,NJ,15
211540,NJ,17
363700,NJ,19
279140,NJ,21
265350,NJ,23
311490,NJ,25
369640,NJ,27
230540,NJ,29
213700,NJ,31
208740,NJ,33
379700,NJ,35
269920,NJ,37
269920,NJ,39
257280,NJ,41
172610,US,0
207900,NM,1
139510,NM,3
149900,NM,5
117310,NM,6
164180,NM,7
150490,NM,9
140650,NM,11
139990,NM,13
158230,NM,15
145970,NM,17
112410,NM,19
162400,NM,21
124310,NM,23
141840,NM,25
193380,NM,27
346460,NM,28
112180,NM,29
98720,NM,31
123400,NM,33
143450,NM,35
149380,NM,37
142630,NM,39
141850,NM,41
191740,NM,43
142820,NM,45
132680,NM,47
235940,NM,49
150230,NM,51
128260,NM,53
161030,NM,55
141340,NM,57
147000,NM,59
147470,NM,61
233890,US,0
233450,NY,1
149750,NY,3
139590,NY,5
191680,NY,7
159590,NY,9
180030,NY,11
168400,NY,13
182640,NY,15
164270,NY,17
179460,NY,19
222650,NY,21
166220,NY,23
173570,NY,25
239400,NY,27
203570,NY,29
181940,NY,31
158880,NY,33
168440,NY,35
184980,NY,37
189310,NY,39
186430,NY,41
161410,NY,43
162020,NY,45
167750,NY,47
149710,NY,49
180620,NY,51
191050,NY,53
228210,NY,55
170050,NY,57
321510,NY,59
429220,NY,61
192190,NY,63
185160,NY,65
213360,NY,67
215330,NY,69
215970,NY,71
164570,NY,73
168530,NY,75
168060,NY,77
301270,NY,79
192220,NY,81
210950,NY,83
239050,NY,85
280820,NY,87
157280,NY,89
239450,NY,91
219920,NY,93
177780,NY,95
170390,NY,97
176300,NY,99
181970,NY,101
265770,NY,103
188920,NY,105
186730,NY,107
196590,NY,109
208460,NY,111
207270,NY,113
179580,NY,115
192580,NY,117
367260,NY,119
172480,NY,121
167810,NY,123
203070,US,0
193910,NC,1
185070,NC,3
176910,NC,5
148530,NC,7
164290,NC,9
151760,NC,11
167220,NC,13
140960,NC,15
147350,NC,17
198570,NC,19
203840,NC,21
173970,NC,23
211210,NC,25
173530,NC,27
186810,NC,29
212600,NC,31
164700,NC,33
203580,NC,35
233550,NC,37
158140,NC,39
150270,NC,41
182210,NC,43
173950,NC,45
144150,NC,47
184230,NC,49
173760,NC,51
199080,NC,53
236140,NC,55
187030,NC,57
213590,NC,59
144990,NC,61
231560,NC,63
144350,NC,65
230230,NC,67
175620,NC,69
192250,NC,71
159630,NC,73
142370,NC,75
171180,NC,77
154520,NC,79
233400,NC,81
138100,NC,83
167750,NC,85
185540,NC,87
211100,NC,89
156410,NC,91
136350,NC,93
131640,NC,95
211480,NC,97
175820,NC,99
187880,NC,101
159160,NC,103
191470,NC,105
167440,NC,107
188770,NC,109
161090,NC,111
186420,NC,113
160760,NC,115
151020,NC,117
273520,NC,119
159330,NC,121
165040,NC,123
233770,NC,125
188630,NC,127
231230,NC,129
154130,NC,131
148530,NC,133
248730,NC,135
180050,NC,137
148150,NC,139
178820,NC,141
157280,NC,143
187090,NC,145
182430,NC,147
198040,NC,149
182360,NC,151
144850,NC,153
132240,NC,155
171200,NC,157
180710,NC,159
162700,NC,161
149760,NC,163
156930,NC,165
178250,NC,167
181300,NC,169
177220,NC,171
146470,NC,173
207670,NC,175
133260,NC,177
219780,NC,179
158970,NC,181
270040,NC,183
147160,NC,185
149940,NC,187
172580,NC,189
170100,NC,191
175160,NC,193
171020,NC,195
185760,NC,197
163350,NC,199
177690,US,0
184250,ND,1
165660,ND,3
115090,ND,5
161860,ND,7
162270,ND,9
176620,ND,11
140260,ND,13
204360,ND,15
208890,ND,17
158170,ND,19
158460,ND,21
162250,ND,23
146240,ND,25
159410,ND,27
146040,ND,29
179280,ND,31
141730,ND,33
178680,ND,35
146160,ND,37
161310,ND,39
155550,ND,41
142700,ND,43
170590,ND,45
169470,ND,47
151400,ND,49
150180,ND,51
147320,ND,53
162200,ND,55
182560,ND,57
172020,ND,59
134220,ND,61
163200,ND,63
162710,ND,65
186920,ND,67
140550,ND,69
180600,ND,71
182190,ND,73
164780,ND,75
163390,ND,77
108730,ND,79
186890,ND,81
132830,ND,83
77310,ND,85
145130,ND,87
159290,ND,89
176010,ND,91
177060,ND,93
176050,ND,95
180140,ND,97
164960,ND,99
169260,ND,101
179320,ND,103
167630,ND,105
210030,US,0
145150,OH,1
175110,OH,3
173080,OH,5
168140,OH,7
141710,OH,9
195930,OH,11
162210,OH,13
171000,OH,15
220760,OH,17
167010,OH,19
195420,OH,21
195010,OH,23
223700,OH,25
184620,OH,27
166550,OH,29
163640,OH,31
174660,OH,33
222720,OH,35
186700,OH,37
196670,OH,39
316000,OH,41
215300,OH,43
216710,OH,45
180630,OH,47
230590,OH,49
189990,OH,51
151830,OH,53
279440,OH,55
230570,OH,57
155420,OH,59
240530,OH,61
209910,OH,63
162000,OH,65
164790,OH,67
186670,OH,69
165210,OH,71
160950,OH,73
141970,OH,75
181330,OH,77
147890,OH,79
164760,OH,81
176950,OH,83
231600,OH,85
146780,OH,87
205810,OH,89
189840,OH,91
210540,OH,93
205180,OH,95
187210,OH,97
188180,OH,99
182550,OH,101
242510,OH,103
138480,OH,105
185310,OH,107
216690,OH,109
150960,OH,111
217430,OH,113
139670,OH,115
178300,OH,117
175330,OH,119
141000,OH,121
219730,OH,123
180620,OH,125
156740,OH,127
174780,OH,129
160930,OH,131
204280,OH,133
184440,OH,135
186800,OH,137
185820,OH,139
175690,OH,141
192390,OH,143
154080,OH,145
170270,OH,147
202550,OH,149
204170,OH,151
228420,OH,153
191880,OH,155
172760,OH,157
205770,OH,159
182930,OH,161
137310,OH,163
255170,OH,165
180820,OH,167
183300,OH,169
184410,OH,171
212840,OH,173
171700,OH,175
176460,US,0
111850,OK,1
147040,OK,3
129190,OK,5
179050,OK,7
144880,OK,9
135460,OK,11
142170,OK,13
132980,OK,15
196910,OK,17
155110,OK,19
134360,OK,21
122960,OK,23
157440,OK,25
201140,OK,27
120130,OK,29
157280,OK,31
146260,OK,33
165390,OK,35
161910,OK,37
155840,OK,39
154240,OK,41
158060,OK,43
164720,OK,45
174570,OK,47
148560,OK,49
158460,OK,51
157090,OK,53
140530,OK,55
134640,OK,57
180110,OK,59
137750,OK,61
126870,OK,63
154540,OK,65
128990,OK,67
137470,OK,69
166430,OK,71
181670,OK,73
142310,OK,75
128420,OK,77
137370,OK,79
148900,OK,81
178720,OK,83
166480,OK,85
181580,OK,87
136930,OK,89
164100,OK,91
172720,OK,93
149820,OK,95
153500,OK,97
160840,OK,99
148280,OK,101
170220,OK,103
142440,OK,105
127460,OK,107
195510,OK,109
140650,OK,111
170140,OK,113
144780,OK,115
152610,OK,117
159830,OK,119
154940,OK,121
146640,OK,123
159720,OK,125
128640,OK,127
168210,OK,129
190730,OK,131
139560,OK,133
134050,OK,135
163570,OK,137
156920,OK,139
142700,OK,141
211150,OK,143
182720,OK,145
202500,OK,147
155280,OK,149
174870,OK,151
167340,OK,153
209400,US,0
156120,OR,1
218680,OR,3
259730,OR,5
195150,OR,7
200780,OR,9
175470,OR,11
168990,OR,13
181380,OR,15
217670,OR,17
165810,OR,19
176590,OR,21
167940,OR,23
161590,OR,25
178770,OR,27
194980,OR,29
156750,OR,31
172340,OR,33
167190,OR,35
161360,OR,37
196810,OR,39
186920,OR,41
176330,OR,43
138950,OR,45
184080,OR,47
158020,OR,49
226060,OR,51
192820,OR,53
174480,OR,55
190520,OR,57
164100,OR,59
169070,OR,61
172760,OR,63
171950,OR,65
249690,OR,67
158840,OR,69
189510,OR,71
208800,US,0
185770,PA,1
224910,PA,3
157090,PA,5
184020,PA,7
163160,PA,9
212320,PA,11
167430,PA,13
171480,PA,15
274300,PA,17
207940,PA,19
160580,PA,21
159680,PA,23
170640,PA,25
180200,PA,27
316270,PA,29
152430,PA,31
160100,PA,33
157500,PA,35
169730,PA,37
168700,PA,39
236100,PA,41
221340,PA,43
250400,PA,45
181740,PA,47
179320,PA,49
152740,PA,51
143410,PA,53
193390,PA,55
164090,PA,57
149590,PA,59
153790,PA,61
153120,PA,63
161860,PA,65
161420,PA,67
187100,PA,69
203980,PA,71
168350,PA,73
197730,PA,75
218970,PA,77
182280,PA,79
172240,PA,81
167770,PA,83
176360,PA,85
155530,PA,87
200110,PA,89
308980,PA,91
193020,PA,93
213990,PA,95
164890,PA,97
185510,PA,99
165090,PA,101
203150,PA,103
160700,PA,105
172300,PA,107
167560,PA,109
151780,PA,111
164380,PA,113
164350,PA,115
155490,PA,117
179180,PA,119
162520,PA,121
178620,PA,123
199350,PA,125
169770,PA,127
196740,PA,129
174520,PA,131
210860,PA,133
216880,US,0
265030,RI,1
238330,RI,3
267790,RI,5
192550,RI,7
255300,RI,9
187950,US,0
153700,SC,1
187720,SC,3
112930,SC,5
183650,SC,7
125840,SC,9
158700,SC,11
253770,SC,13
168790,SC,15
174460,SC,17
213930,SC,19
164210,SC,21
147090,SC,23
142330,SC,25
139980,SC,27
148310,SC,29
162830,SC,31
132720,SC,33
188400,SC,35
154150,SC,37
149110,SC,39
178760,SC,41
198050,SC,43
220810,SC,45
174460,SC,47
131290,SC,49
199490,SC,51
141610,SC,53
183600,SC,55
162760,SC,57
157610,SC,59
138960,SC,61
210630,SC,63
147700,SC,65
138780,SC,67
133850,SC,69
160450,SC,71
189650,SC,73
150570,SC,75
174340,SC,77
207940,SC,79
163280,SC,81
187380,SC,83
156570,SC,85
158770,SC,87
127940,SC,89
205360,SC,91
175620,US,0
138870,SD,3
178320,SD,5
101060,SD,7
138920,SD,9
175860,SD,11
184640,SD,13
148740,SD,15
52130,SD,17
139970,SD,19
141170,SD,21
115020,SD,23
155970,SD,25
144520,SD,27
187610,SD,29
86150,SD,31
179450,SD,33
178790,SD,35
158560,SD,37
159770,SD,39
92510,SD,41
138270,SD,43
161490,SD,45
170480,SD,47
146600,SD,49
165430,SD,51
136560,SD,53
167800,SD,55
169820,SD,57
187350,SD,59
147780,SD,61
127940,SD,63
206890,SD,65
159220,SD,67
163560,SD,69
99810,SD,71
168560,SD,73
158960,SD,75
165220,SD,77
164460,SD,79
171950,SD,81
223040,SD,83
138620,SD,85
163740,SD,87
127480,SD,89
154620,SD,91
176800,SD,93
103620,SD,95
151550,SD,97
207130,SD,99
165410,SD,101
189380,SD,103
157340,SD,105
174170,SD,107
134280,SD,109
183010,SD,111
62860,SD,113
157280,SD,115
203000,SD,117
174070,SD,119
77140,SD,121
137760,SD,123
173430,SD,125
243550,SD,127
154920,SD,129
173120,SD,135
74630,SD,137
193930,US,0
190090,TN,1
166980,TN,3
146460,TN,5
138890,TN,7
194160,TN,9
181080,TN,11
133010,TN,13
164050,TN,15
162510,TN,17
146780,TN,19
188820,TN,21
157560,TN,23
130320,TN,25
133200,TN,27
138810,TN,29
181370,TN,31
146000,TN,33
168080,TN,35
230690,TN,37
172850,TN,39
172170,TN,41
180430,TN,43
164510,TN,45
179690,TN,47
129990,TN,49
179870,TN,51
163200,TN,53
175430,TN,55
145050,TN,57
157460,TN,59
120390,TN,61
177430,TN,63
215930,TN,65
119860,TN,67
133490,TN,69
155980,TN,71
160730,TN,73
146690,TN,75
170190,TN,77
158550,TN,79
144460,TN,81
156130,TN,83
177570,TN,85
150200,TN,87
168410,TN,89
133880,TN,91
218750,TN,93
107940,TN,95
136820,TN,97
158480,TN,99
146640,TN,101
188370,TN,103
210610,TN,105
167250,TN,107
163850,TN,109
152860,TN,111
193890,TN,113
164190,TN,115
177490,TN,117
193650,TN,119
145510,TN,121
149510,TN,123
172650,TN,125
190400,TN,127
129250,TN,129
174090,TN,131
139100,TN,133
169690,TN,135
146810,TN,137
160250,TN,139
169270,TN,141
156720,TN,143
184560,TN,145
190540,TN,147
199380,TN,149
129270,TN,151
164680,TN,153
180640,TN,155
208560,TN,157
174730,TN,159
163020,TN,161
192020,TN,163
211640,TN,165
179520,TN,167
158380,TN,169
156120,TN,171
133750,TN,173
174970,TN,175
157590,TN,177
190850,TN,179
144720,TN,181
154080,TN,183
147910,TN,185
324960,TN,187
227390,TN,189
196170,US,0
138380,TX,1
159160,TX,3
158760,TX,5
185600,TX,7
193000,TX,9
171510,TX,11
142760,TX,13
181400,TX,15
129790,TX,17
196350,TX,19
181460,TX,21
163840,TX,23
106250,TX,25
172190,TX,27
183630,TX,29
197210,TX,31
183640,TX,33
174550,TX,35
173570,TX,37
200210,TX,39
162120,TX,41
151830,TX,43
142180,TX,45
102340,TX,47
156240,TX,49
166160,TX,51
188500,TX,53
150990,TX,55
171250,TX,57
152040,TX,59
109600,TX,61
165000,TX,63
193680,TX,65
157770,TX,67
144570,TX,69
198630,TX,71
139800,TX,73
124520,TX,75
163610,TX,77
131250,TX,79
167340,TX,81
149110,TX,83
333450,TX,85
153180,TX,87
169100,TX,89
219140,TX,91
146770,TX,93
157270,TX,95
178890,TX,97
144100,TX,99
162120,TX,101
153740,TX,103
144140,TX,105
144450,TX,107
114930,TX,109
136530,TX,111
226030,TX,113
150110,TX,115
131190,TX,117
150800,TX,119
268950,TX,121
147800,TX,123
131560,TX,125
97650,TX,127
159580,TX,129
113240,TX,131
148700,TX,133
150310,TX,135
126910,TX,137
202120,TX,139
134210,TX,141
166550,TX,143
143110,TX,145
160660,TX,147
188880,TX,149
151200,TX,151
142060,TX,153
147990,TX,155
249850,TX,157
175630,TX,159
163380,TX,161
160690,TX,163
130880,TX,165
215680,TX,167
127040,TX,169
204230,TX,171
182790,TX,173
171260,TX,175
142690,TX,177
167020,TX,179
188620,TX,181
184490,TX,183
143680,TX,185
184300,TX,187
136550,TX,189
132100,TX,191
168000,TX,193
174080,TX,195
168240,TX,197
179620,TX,199
214350,TX,201
167020,TX,203
180670,TX,205
149180,TX,207
199310,TX,209
169290,TX,211
177720,TX,213
98990,TX,215
155140,TX,217
150220,TX,219
222610,TX,221
171820,TX,223
145250,TX,225
150270,TX,227
95490,TX,229
175540,TX,231
173170,TX,233
205150,TX,235
152100,TX,237
166930,TX,239
156360,TX,241
188460,TX,243
175710,TX,245
121850,TX,247
122520,TX,249
184000,TX,251
136560,TX,253
136030,TX,255
188270,TX,257
246190,TX,259
179590,TX,261
176260,TX,263
197670,TX,265
171270,TX,267
123210,TX,269
153500,TX,271
135420,TX,273
134430,TX,275
170000,TX,277
151690,TX,279
171840,TX,281
96920,TX,283
163980,TX,285
171630,TX,287
175990,TX,289
155390,TX,291
143520,TX,293
163280,TX,295
158860,TX,297
235470,TX,299
240830,TX,301
173230,TX,303
140900,TX,305
145790,TX,307
171740,TX,309
222580,TX,311
140560,TX,313
145350,TX,315
156470,TX,317
209310,TX,319
157090,TX,321
87580,TX,323
152100,TX,325
159870,TX,327
203690,TX,329
169200,TX,331
159140,TX,333
140430,TX,335
171150,TX,337
245440,TX,339
152140,TX,341
156120,TX,343
165840,TX,345
154370,TX,347
152660,TX,349
133810,TX,351
140770,TX,353
170360,TX,355
167070,TX,357
148060,TX,359
175540,TX,361
154540,TX,363
154390,TX,365
203050,TX,367
141840,TX,369
122120,TX,371
158340,TX,373
149470,TX,375
95580,TX,377
164420,TX,379
218400,TX,381
131740,TX,383
143210,TX,385
150580,TX,387
108110,TX,389
154810,TX,391
209230,TX,393
147140,TX,395
285730,TX,397
135770,TX,399
166740,TX,401
158210,TX,403
155480,TX,405
161440,TX,407
154250,TX,409
153090,TX,411
159690,TX,413
158710,TX,415
163410,TX,417
151860,TX,419
172100,TX,421
190720,TX,423
183670,TX,425
70690,TX,427
154750,TX,429
169720,TX,431
160940,TX,433
171050,TX,435
143260,TX,437
225480,TX,439
171760,TX,441
137210,TX,443
138600,TX,445
177190,TX,447
155010,TX,449
173250,TX,451
258830,TX,453
154720,TX,455
153670,TX,457
163580,TX,459
142740,TX,461
125570,TX,463
120960,TX,465
169300,TX,467
183790,TX,469
145080,TX,471
163380,TX,473
143930,TX,475
173840,TX,477
107590,TX,479
153880,TX,481
160830,TX,483
169650,TX,485
165200,TX,487
94210,TX,489
245470,TX,491
172530,TX,493
137250,TX,495
177290,TX,497
177020,TX,499
145040,TX,501
167100,TX,503
104860,TX,505
100340,TX,507
181850,US,0
149570,UT,1
156250,UT,3
150940,UT,5
153250,UT,7
155110,UT,9
195060,UT,11
123260,UT,13
142430,UT,15
134390,UT,17
173560,UT,19
135680,UT,21
127900,UT,23
154550,UT,25
134080,UT,27
176840,UT,29
126970,UT,31
162670,UT,33
201900,UT,35
102290,UT,37
124420,UT,39
141800,UT,41
337670,UT,43
163210,UT,45
135710,UT,47
155570,UT,49
198690,UT,51
158730,UT,53
153920,UT,55
182460,UT,57
206250,US,0
195390,VT,1
211930,VT,3
169760,VT,5
235010,VT,7
143880,VT,9
178160,VT,11
222070,VT,13
209720,VT,15
187840,VT,17
165180,VT,19
188740,VT,21
211130,VT,23
205330,VT,25
223690,VT,27
239750,US,0
163090,VA,1
288520,VA,3
196350,VA,5
188580,VA,7
169520,VA,9
180860,VA,11
377060,VA,13
197440,VA,15
230920,VA,17
215820,VA,19
177440,VA,21
222180,VA,23
148900,VA,25
127880,VA,27
136690,VA,29
181340,VA,31
183420,VA,33
164750,VA,35
191820,VA,36
147170,VA,37
252860,VA,41
248440,VA,43
173220,VA,45
201620,VA,47
151030,VA,49
128220,VA,51
191220,VA,53
179940,VA,57
368880,VA,59
287570,VA,61
163450,VA,63
203380,VA,65
196050,VA,67
210800,VA,69
183960,VA,71
199900,VA,73
291050,VA,75
167680,VA,77
194780,VA,79
146320,VA,81
163530,VA,83
251200,VA,85
264100,VA,87
171100,VA,89
159760,VA,91
202350,VA,93
292560,VA,95
172360,VA,97
215620,VA,99
219280,VA,101
246630,VA,103
136250,VA,105
335300,VA,107
194790,VA,109
149510,VA,111
186360,VA,113
236100,VA,115
171710,VA,117
227080,VA,119
170770,VA,121
222300,VA,125
228930,VA,127
165910,VA,131
229170,VA,133
155520,VA,135
211070,VA,137
163210,VA,139
155740,VA,141
169910,VA,143
241040,VA,145
145100,VA,147
201960,VA,149
256410,VA,153
189730,VA,155
238630,VA,157
166750,VA,159
246370,VA,161
183560,VA,163
187950,VA,165
148630,VA,167
150730,VA,169
197550,VA,171
161050,VA,173
169300,VA,175
225360,VA,177
247620,VA,179
166820,VA,181
146700,VA,183
152820,VA,185
198410,VA,187
183500,VA,191
194730,VA,193
142710,VA,195
176390,VA,197
245600,VA,199
376450,VA,510
154230,VA,515
173110,VA,520
163770,VA,530
169730,VA,540
209490,VA,550
151820,VA,560
236590,VA,570
167580,VA,580
171510,VA,590
153770,VA,595
312470,VA,600
410520,VA,610
185730,VA,620
215270,VA,630
174470,VA,640
197740,VA,650
148980,VA,660
163390,VA,670
164970,VA,678
182630,VA,680
244530,VA,683
210480,VA,685
172510,VA,690
178430,VA,700
173720,VA,710
160240,VA,720
159890,VA,730
253360,VA,735
165070,VA,740
142890,VA,750
203370,VA,760
184680,VA,770
200910,VA,775
191610,VA,790
188360,VA,800
223650,VA,810
179320,VA,820
184830,VA,830
205000,VA,840
229730,US,0
135340,WA,1
177480,WA,3
213010,WA,5
192730,WA,7
195170,WA,9
214480,WA,11
173740,WA,13
185830,WA,15
171480,WA,17
150190,WA,19
154590,WA,21
169920,WA,23
150370,WA,25
167990,WA,27
214720,WA,29
222110,WA,31
295210,WA,33
223170,WA,35
189280,WA,37
165020,WA,39
170820,WA,41
178880,WA,43
180560,WA,45
149000,WA,47
173220,WA,49
157310,WA,51
209480,WA,53
306030,WA,55
212560,WA,57
180020,WA,59
234170,WA,61
192330,WA,63
158950,WA,65
224150,WA,67
190630,WA,69
165090,WA,71
200250,WA,73
152980,WA,75
156060,WA,77
164770,US,0
124400,WV,1
179820,WV,3
144530,WV,5
133490,WV,7
171310,WV,9
176380,WV,11
114910,WV,13
120210,WV,15
135070,WV,17
138090,WV,19
124980,WV,21
156960,WV,23
162470,WV,25
148510,WV,27
177240,WV,29
158590,WV,31
168100,WV,33
162050,WV,35
204410,WV,37
203540,WV,39
139330,WV,41
130730,WV,43
141020,WV,45
101740,WV,47
162460,WV,49
164720,WV,51
148040,WV,53
155640,WV,55
153840,WV,57
124450,WV,59
171060,WV,61
174350,WV,63
181090,WV,65
152070,WV,67
177340,WV,69
158050,WV,71
169200,WV,73
143840,WV,75
135960,WV,77
204710,WV,79
162330,WV,81
149180,WV,83
151750,WV,85
131950,WV,87
124190,WV,89
136810,WV,91
163490,WV,93
152160,WV,95
135590,WV,97
149060,WV,99
122840,WV,101
168180,WV,103
140000,WV,105
180730,WV,107
142200,WV,109
212710,US,0
177770,WI,1
160690,WI,3
180910,WI,5
164070,WI,7
217840,WI,9
181230,WI,11
177120,WI,13
219190,WI,15
182430,WI,17
151000,WI,19
210140,WI,21
168330,WI,23
249850,WI,25
195740,WI,27
213560,WI,29
176380,WI,31
175200,WI,33
192500,WI,35
183280,WI,37
200220,WI,39
164510,WI,41
167640,WI,43
207950,WI,45
190240,WI,47
194970,WI,49
173710,WI,51
176040,WI,53
212360,WI,55
178920,WI,57
212070,WI,59
184560,WI,61
198000,WI,63
168110,WI,65
169600,WI,67
179400,WI,69
202850,WI,71
207030,WI,73
174920,WI,75
169240,WI,77
106250,WI,78
199390,WI,79
170560,WI,81
190160,WI,83
197460,WI,85
219430,WI,87
319470,WI,89
182880,WI,91
201720,WI,93
191290,WI,95
198540,WI,97
178370,WI,99
217720,WI,101
170420,WI,103
208950,WI,105
155630,WI,107
239370,WI,109
196950,WI,111
176340,WI,113
179910,WI,115
215090,WI,117
175700,WI,119
176810,WI,121
158590,WI,123
183610,WI,125
212290,WI,127
173410,WI,129
243190,WI,131
291640,WI,133
186640,WI,135
181440,WI,137
217060,WI,139
202030,WI,141
191340,US,0
167060,WY,1
150860,WY,3
200630,WY,5
183750,WY,7
187440,WY,9
173790,WY,11
165190,WY,13
159650,WY,15
168580,WY,17
190300,WY,19
196340,WY,21
175330,WY,23
189130,WY,25
157570,WY,27
180200,WY,29
175300,WY,31
194070,WY,33
200560,WY,35
195750,WY,37
382600,WY,39
169940,WY,41
177800,WY,43
173660,WY,45
